n_estimators,auc,aucpr,error,logloss
1,0.837368,0.577451,0.000971,0.659905
2,0.847061,0.642707,0.001116,0.629059
3,0.863725,0.656895,0.001237,0.599907
4,0.89584,0.705264,0.001256,0.572647
5,0.898637,0.709788,0.001055,0.547164
6,0.929436,0.754327,0.001049,0.522953
7,0.929419,0.749015,0.00108,0.500191
8,0.935139,0.784361,0.001104,0.478672
9,0.935045,0.779338,0.00111,0.458336
10,0.935048,0.786359,0.001146,0.439192
11,0.934781,0.779757,0.001195,0.420933
12,0.934827,0.78882,0.001159,0.403681
13,0.934842,0.797196,0.001116,0.387149
14,0.934832,0.798808,0.001068,0.371556
15,0.934833,0.799679,0.001055,0.356638
16,0.934842,0.804101,0.001055,0.342513
17,0.934842,0.8043,0.001049,0.328997
18,0.934845,0.806718,0.001037,0.316092
19,0.934848,0.808133,0.001043,0.303848
20,0.934847,0.808558,0.001043,0.292114
21,0.934846,0.808442,0.001049,0.280931
22,0.934845,0.808829,0.001055,0.270277
23,0.934849,0.811402,0.001037,0.260043
24,0.934846,0.810214,0.001037,0.250267
25,0.934854,0.812635,0.001031,0.240849
26,0.934759,0.811988,0.001043,0.231924
27,0.934755,0.812612,0.001037,0.223346
28,0.934765,0.814822,0.001031,0.215074
29,0.934765,0.814481,0.001037,0.207246
30,0.934762,0.813483,0.001025,0.199658
31,0.93476,0.81255,0.001025,0.192426
32,0.934766,0.814007,0.001025,0.18544
33,0.934767,0.815033,0.001031,0.17876
34,0.934765,0.81417,0.001025,0.172325
35,0.934767,0.814923,0.001019,0.166141
36,0.93477,0.815857,0.001025,0.160203
37,0.934765,0.816973,0.001019,0.154534
38,0.934766,0.817598,0.001013,0.149053
39,0.934766,0.818331,0.001013,0.143815
40,0.934744,0.818333,0.001013,0.138734
41,0.934744,0.818142,0.001001,0.133865
42,0.934746,0.820038,0.000989,0.129203
43,0.934744,0.819939,0.000983,0.124705
44,0.934742,0.819303,0.000989,0.120372
45,0.934738,0.820016,0.000989,0.116232
46,0.934738,0.819955,0.001001,0.112235
47,0.93474,0.820893,0.000983,0.108345
48,0.934741,0.821932,0.000977,0.104639
49,0.934741,0.821898,0.000977,0.101049
50,0.934741,0.82245,0.000964,0.097635
51,0.934737,0.822924,0.000964,0.094315
52,0.934698,0.822382,0.000977,0.091126
53,0.934698,0.822469,0.000964,0.088045
54,0.934699,0.822768,0.000958,0.085066
55,0.934697,0.82238,0.000971,0.082214
56,0.934699,0.82346,0.000958,0.079454
57,0.934697,0.823152,0.000971,0.076805
58,0.934697,0.823226,0.000964,0.074251
59,0.934698,0.824483,0.000958,0.07176
60,0.934699,0.824769,0.000946,0.069379
61,0.934699,0.825285,0.00094,0.067064
62,0.9347,0.825716,0.00094,0.064853
63,0.934699,0.825701,0.000922,0.062691
64,0.9347,0.826188,0.000916,0.060624
65,0.935983,0.826186,0.000916,0.058656
66,0.935463,0.82557,0.000934,0.056747
67,0.935463,0.825561,0.000922,0.054909
68,0.935463,0.825441,0.000922,0.053134
69,0.935463,0.825843,0.000916,0.051407
70,0.935455,0.825806,0.000916,0.049771
71,0.935428,0.826001,0.00091,0.048151
72,0.935428,0.826163,0.00091,0.046623
73,0.935404,0.826522,0.000898,0.04513
74,0.935405,0.827528,0.000898,0.043675
75,0.935392,0.82752,0.000892,0.042291
76,0.935362,0.827698,0.000892,0.040954
77,0.93536,0.8275,0.000892,0.039657
78,0.935306,0.82784,0.000892,0.038427
79,0.935307,0.828175,0.000892,0.037214
80,0.935289,0.828516,0.000892,0.036048
81,0.93529,0.828748,0.000886,0.034907
82,0.93529,0.82897,0.000892,0.033838
83,0.93529,0.828905,0.000886,0.032786
84,0.935185,0.828785,0.000886,0.031787
85,0.955524,0.830106,0.000898,0.030819
86,0.955525,0.830779,0.000892,0.029875
87,0.955529,0.8306,0.000892,0.028972
88,0.955529,0.831635,0.000892,0.028082
89,0.955528,0.832358,0.00088,0.027217
90,0.955528,0.833094,0.000874,0.026392
91,0.955528,0.83353,0.000867,0.025598
92,0.955529,0.834085,0.000861,0.024816
93,0.955514,0.834471,0.000867,0.024074
94,0.955514,0.834543,0.000861,0.023384
95,0.955641,0.83532,0.000867,0.022689
96,0.956029,0.83579,0.000861,0.02204
97,0.956027,0.835793,0.000861,0.021394
98,0.956026,0.83594,0.000861,0.020776
99,0.956022,0.836129,0.000861,0.020169
100,0.956029,0.836627,0.000861,0.019581
101,0.956029,0.837057,0.000861,0.019013
102,0.955678,0.836648,0.000861,0.018478
103,0.955676,0.837023,0.000855,0.01796
104,0.955676,0.837596,0.000855,0.017445
105,0.955684,0.837503,0.000849,0.016966
106,0.955685,0.837995,0.000843,0.01649
107,0.955685,0.838012,0.000849,0.016055
108,0.955666,0.838,0.000849,0.015613
109,0.955667,0.838482,0.000825,0.015181
110,0.955577,0.838638,0.000837,0.014779
111,0.955446,0.838861,0.000825,0.014384
112,0.955445,0.83924,0.000825,0.013993
113,0.956178,0.840242,0.000825,0.013629
114,0.957048,0.840162,0.000837,0.013271
115,0.95705,0.840868,0.000825,0.012921
116,0.957053,0.841259,0.000825,0.012584
117,0.957056,0.841867,0.000825,0.012254
118,0.957059,0.842193,0.000819,0.01194
119,0.957139,0.842397,0.000819,0.011641
120,0.957137,0.842699,0.000819,0.011349
121,0.956773,0.842928,0.000819,0.011065
122,0.95666,0.842725,0.000801,0.010792
123,0.956658,0.843243,0.000813,0.010528
124,0.958064,0.84354,0.000813,0.010274
125,0.958099,0.843878,0.000813,0.01003
126,0.958087,0.844144,0.000813,0.009792
127,0.958093,0.844652,0.000801,0.00956
128,0.958046,0.844829,0.000801,0.009342
129,0.958023,0.84509,0.000801,0.009129
130,0.958021,0.845191,0.000801,0.008924
131,0.957995,0.845585,0.000801,0.008724
132,0.957943,0.845633,0.000801,0.008533
133,0.957979,0.84619,0.000807,0.008348
134,0.958619,0.846351,0.000807,0.008172
135,0.958619,0.846366,0.000807,0.007997
136,0.9586,0.846549,0.000801,0.00783
137,0.959247,0.84631,0.000801,0.007682
138,0.961845,0.846381,0.000807,0.007541
139,0.96175,0.84637,0.000801,0.007397
140,0.961683,0.846455,0.000801,0.00725
141,0.962285,0.846943,0.000801,0.007112
142,0.962276,0.84733,0.000795,0.006974
143,0.962257,0.847166,0.000795,0.006841
144,0.962182,0.84718,0.000789,0.006713
145,0.961811,0.847209,0.000789,0.006601
146,0.962909,0.847296,0.000795,0.00648
147,0.964586,0.847995,0.000789,0.006362
148,0.963227,0.847833,0.000795,0.006262
149,0.963387,0.848158,0.000795,0.006153
150,0.963716,0.848678,0.000795,0.006049
151,0.963834,0.848914,0.000789,0.005947
152,0.963772,0.849194,0.000789,0.005847
153,0.963746,0.849268,0.000789,0.005754
154,0.964207,0.849238,0.000789,0.00567
155,0.966022,0.849377,0.000789,0.005589
156,0.966074,0.849755,0.000795,0.005504
157,0.96604,0.850206,0.000789,0.005418
158,0.96736,0.850803,0.000789,0.005336
159,0.967546,0.851176,0.000789,0.005261
160,0.967559,0.851537,0.000783,0.005186
161,0.967127,0.851639,0.000789,0.00512
162,0.967289,0.851923,0.000783,0.005048
163,0.967291,0.852275,0.000789,0.004978
164,0.967286,0.852798,0.000789,0.004914
165,0.967297,0.853382,0.000783,0.004853
166,0.967307,0.853752,0.000776,0.004791
167,0.967308,0.854241,0.000776,0.004732
168,0.968402,0.854526,0.000776,0.004673
169,0.975035,0.855027,0.000776,0.004619
170,0.974894,0.855242,0.000776,0.004571
171,0.974909,0.855607,0.000776,0.004519
172,0.974889,0.855471,0.000776,0.004471
173,0.976268,0.85568,0.000783,0.004424
174,0.975885,0.855885,0.00077,0.004383
175,0.975965,0.856227,0.000764,0.004337
176,0.97562,0.856204,0.000764,0.004298
177,0.976509,0.856502,0.000776,0.004255
178,0.976723,0.856829,0.000783,0.004212
179,0.976429,0.856875,0.000783,0.004178
180,0.976998,0.857097,0.000783,0.00414
181,0.977193,0.857195,0.000783,0.004103
182,0.978923,0.857438,0.000776,0.004065
183,0.978976,0.85751,0.00077,0.00403
184,0.979937,0.857564,0.00077,0.004006
185,0.979839,0.857885,0.00077,0.003974
186,0.980209,0.858235,0.00077,0.003939
187,0.980252,0.858196,0.00077,0.003907
188,0.98105,0.85835,0.00077,0.003882
189,0.981393,0.858688,0.00077,0.003853
190,0.981213,0.858918,0.000764,0.003829
191,0.981049,0.859259,0.000764,0.0038
192,0.981008,0.859601,0.00077,0.003773
193,0.981203,0.859903,0.00077,0.003747
194,0.980991,0.860178,0.000764,0.003724
195,0.980977,0.860226,0.000752,0.003697
196,0.981244,0.860352,0.000746,0.003673
197,0.981158,0.860772,0.000746,0.003649
198,0.981797,0.860794,0.000746,0.00363
199,0.981862,0.861042,0.000734,0.003607
200,0.981879,0.861512,0.000734,0.003583
201,0.981419,0.861488,0.000734,0.003567
202,0.98077,0.861811,0.000734,0.003551
203,0.980688,0.862112,0.000734,0.003532
204,0.981018,0.862521,0.000734,0.003513
205,0.981169,0.862902,0.00074,0.003494
206,0.982042,0.863249,0.00074,0.003479
207,0.982435,0.863527,0.000728,0.003464
208,0.982432,0.864105,0.000728,0.003445
209,0.982544,0.864477,0.000722,0.003427
210,0.982942,0.86475,0.000679,0.003416
211,0.983071,0.865135,0.000679,0.003402
212,0.983175,0.865471,0.000679,0.003385
213,0.983674,0.865637,0.000685,0.003371
214,0.983792,0.865845,0.000692,0.003356
215,0.98394,0.866148,0.00074,0.003341
216,0.983961,0.866328,0.000698,0.003325
217,0.98387,0.866671,0.000698,0.003314
218,0.984335,0.8668,0.000698,0.003301
219,0.984431,0.866934,0.000698,0.003287
220,0.984652,0.867305,0.000698,0.003274
221,0.984729,0.867425,0.000698,0.003262
222,0.984791,0.868013,0.000692,0.003248
223,0.985215,0.86835,0.000692,0.003236
224,0.985697,0.868577,0.000692,0.003224
225,0.986131,0.868856,0.000692,0.003212
226,0.986216,0.869127,0.000692,0.0032
227,0.986426,0.869331,0.000692,0.003189
228,0.98679,0.869627,0.000637,0.003178
229,0.986882,0.869743,0.000637,0.003168
230,0.987163,0.870155,0.000625,0.003157
231,0.987105,0.870596,0.000625,0.003146
232,0.986954,0.870902,0.000625,0.003136
233,0.986912,0.871248,0.000631,0.003127
234,0.987084,0.871617,0.000637,0.003118
235,0.987066,0.871868,0.000631,0.003107
236,0.987149,0.871821,0.000631,0.003099
237,0.987149,0.872129,0.000631,0.003091
238,0.987096,0.872179,0.000631,0.003085
239,0.987034,0.872698,0.000631,0.003076
240,0.986959,0.872892,0.000631,0.003069
241,0.987049,0.873118,0.000625,0.003061
242,0.987118,0.873358,0.000625,0.003055
243,0.987417,0.873653,0.000619,0.003047
244,0.987653,0.873939,0.000619,0.003039
245,0.987719,0.87413,0.000619,0.003032
246,0.987873,0.874503,0.000619,0.003024
247,0.987825,0.874666,0.000619,0.003018
248,0.987749,0.874771,0.000613,0.003013
249,0.987799,0.874815,0.000613,0.00301
250,0.987879,0.874893,0.000613,0.003003
251,0.987981,0.875035,0.000607,0.002998
252,0.988119,0.87512,0.000601,0.002995
253,0.98816,0.875307,0.000601,0.002989
254,0.988092,0.875498,0.000601,0.002983
255,0.988077,0.875857,0.000601,0.002976
256,0.98815,0.876108,0.000601,0.00297
257,0.988333,0.876448,0.000601,0.002963
258,0.988496,0.876722,0.000601,0.002957
259,0.988649,0.876752,0.000601,0.002951
260,0.988654,0.876806,0.000601,0.002946
261,0.988631,0.87719,0.000601,0.00294
262,0.988704,0.877326,0.000594,0.002934
263,0.988713,0.877378,0.000594,0.002931
264,0.988759,0.877554,0.000601,0.002925
265,0.988795,0.877931,0.000601,0.00292
266,0.988798,0.878168,0.000601,0.002914
267,0.989156,0.878684,0.000601,0.002907
268,0.989255,0.87899,0.000601,0.002902
269,0.989247,0.879199,0.000601,0.002897
270,0.989211,0.879374,0.000601,0.002892
271,0.989322,0.879592,0.000601,0.002886
272,0.989306,0.879734,0.000601,0.002883
273,0.989275,0.879869,0.000601,0.002878
274,0.989305,0.879983,0.000594,0.002875
275,0.989302,0.880037,0.000594,0.002874
276,0.989275,0.88022,0.000594,0.002869
277,0.989354,0.880511,0.000594,0.002863
278,0.989374,0.880778,0.000594,0.002858
279,0.989396,0.880923,0.000594,0.002853
280,0.989371,0.881074,0.000594,0.002848
281,0.989343,0.88129,0.000594,0.002845
282,0.989407,0.881434,0.000594,0.00284
283,0.989439,0.881425,0.000594,0.002837
284,0.989397,0.881648,0.000588,0.002832
285,0.989468,0.88196,0.000582,0.002826
286,0.989463,0.882215,0.000588,0.002821
287,0.989436,0.882306,0.000588,0.002817
288,0.989484,0.882483,0.000582,0.002813
289,0.98951,0.882625,0.000582,0.002808
290,0.989559,0.88277,0.000582,0.002804
291,0.989609,0.882901,0.000582,0.0028
292,0.989608,0.883144,0.000582,0.002796
293,0.989641,0.883338,0.000576,0.002793
294,0.989698,0.883438,0.000576,0.002788
295,0.989722,0.883568,0.00057,0.002784
296,0.98976,0.883601,0.00057,0.00278
297,0.989711,0.883784,0.00057,0.002777
298,0.989715,0.883943,0.000564,0.002774
299,0.989715,0.883943,0.000564,0.002774
300,0.989805,0.884109,0.000564,0.002769
301,0.989822,0.88413,0.000564,0.002766
302,0.989824,0.884511,0.000564,0.002761
303,0.989834,0.884887,0.000552,0.002757
304,0.989871,0.885016,0.000552,0.002753
305,0.989874,0.885248,0.000552,0.002749
306,0.98992,0.885389,0.000546,0.002747
307,0.989886,0.885346,0.000552,0.002746
308,0.98993,0.885493,0.00054,0.002743
309,0.989917,0.88579,0.00054,0.002739
310,0.989933,0.886065,0.00054,0.002735
311,0.989955,0.886064,0.00054,0.002733
312,0.989931,0.886093,0.00054,0.002731
313,0.989911,0.886297,0.000534,0.002728
314,0.989924,0.886661,0.000534,0.002724
315,0.989892,0.886791,0.000528,0.002722
316,0.989904,0.887057,0.000528,0.002718
317,0.989973,0.887102,0.000528,0.002715
318,0.989973,0.887102,0.000528,0.002715
319,0.989938,0.887211,0.000528,0.002711
320,0.989938,0.887211,0.000528,0.002711
321,0.989964,0.887427,0.000528,0.002709
322,0.990001,0.887615,0.000528,0.002706
323,0.990034,0.887686,0.000522,0.002703
324,0.990075,0.887685,0.000522,0.002702
325,0.990069,0.887855,0.000522,0.002698
326,0.990051,0.88784,0.000522,0.002696
327,0.990051,0.88784,0.000522,0.002696
328,0.990062,0.88792,0.000522,0.002694
329,0.990062,0.88792,0.000522,0.002694
330,0.990067,0.887944,0.000522,0.002692
331,0.990044,0.888115,0.000522,0.002689
332,0.990068,0.888244,0.000516,0.002686
333,0.990067,0.88835,0.000516,0.002684
334,0.990072,0.888577,0.00051,0.002681
335,0.990083,0.888566,0.00051,0.00268
336,0.990051,0.888616,0.00051,0.002678
337,0.99005,0.888832,0.00051,0.002675
338,0.990062,0.888853,0.00051,0.002673
339,0.990079,0.888938,0.00051,0.002669
340,0.990134,0.889197,0.00051,0.002666
341,0.990144,0.889276,0.000497,0.002663
342,0.990157,0.889417,0.000497,0.002661
343,0.990157,0.889417,0.000497,0.002661
344,0.990157,0.889417,0.000497,0.002661
345,0.99017,0.889564,0.000497,0.002658
346,0.990205,0.889658,0.000497,0.002655
347,0.990202,0.88964,0.000497,0.002652
348,0.990202,0.88964,0.000497,0.002652
349,0.990264,0.889854,0.000491,0.00265
350,0.990281,0.889866,0.000497,0.002647
351,0.990244,0.890032,0.000497,0.002644
352,0.990242,0.890228,0.000491,0.002642
353,0.990216,0.890354,0.000491,0.002639
354,0.990237,0.890479,0.000491,0.002637
355,0.990237,0.890479,0.000491,0.002637
356,0.990237,0.890479,0.000491,0.002637
357,0.990203,0.890427,0.000491,0.002635
358,0.990304,0.890536,0.000491,0.002633
359,0.990364,0.890826,0.000491,0.00263
360,0.990364,0.890826,0.000491,0.00263
361,0.990361,0.890831,0.000491,0.002628
362,0.990361,0.890831,0.000491,0.002628
363,0.990343,0.890903,0.000491,0.002626
364,0.990328,0.890987,0.000491,0.002624
365,0.990328,0.890987,0.000491,0.002624
366,0.990328,0.890987,0.000491,0.002624
367,0.990328,0.890987,0.000491,0.002624
368,0.990373,0.891093,0.000491,0.002622
369,0.990373,0.891093,0.000491,0.002622
370,0.99039,0.891174,0.000491,0.002621
371,0.990365,0.891236,0.000491,0.002618
372,0.990381,0.891337,0.000491,0.002616
373,0.990381,0.891337,0.000491,0.002616
374,0.990391,0.891366,0.000491,0.002613
375,0.990391,0.891366,0.000491,0.002613
376,0.990384,0.89138,0.000491,0.002612
377,0.990411,0.891499,0.000491,0.00261
378,0.99043,0.891552,0.000491,0.002608
379,0.990463,0.891683,0.000491,0.002604
380,0.990449,0.891831,0.000491,0.002602
381,0.990476,0.891882,0.000485,0.002599
382,0.990477,0.892022,0.000485,0.002597
383,0.990477,0.892022,0.000485,0.002597
384,0.990477,0.892022,0.000485,0.002597
385,0.990477,0.892022,0.000485,0.002597
386,0.990477,0.892022,0.000485,0.002597
387,0.990514,0.892086,0.000485,0.002595
388,0.990533,0.89223,0.000485,0.002591
389,0.990569,0.892358,0.000485,0.002589
390,0.990559,0.892633,0.000485,0.002585
391,0.990559,0.892633,0.000485,0.002585
392,0.990559,0.892633,0.000485,0.002585
393,0.990559,0.892633,0.000485,0.002585
394,0.990559,0.892633,0.000485,0.002585
395,0.990548,0.892705,0.000491,0.002583
396,0.990543,0.89296,0.000491,0.002579
397,0.990543,0.89296,0.000491,0.002579
398,0.990596,0.893127,0.000479,0.002576
399,0.990656,0.893287,0.000479,0.002574
400,0.99064,0.89342,0.000479,0.002572
401,0.990664,0.893534,0.000479,0.002569
402,0.990626,0.893587,0.000479,0.002567
403,0.990659,0.893944,0.000479,0.002563
404,0.990659,0.893944,0.000479,0.002563
405,0.990674,0.893997,0.000479,0.002562
406,0.990674,0.893997,0.000479,0.002562
407,0.990729,0.894073,0.000479,0.00256
408,0.990743,0.894172,0.000479,0.002558
409,0.990742,0.894148,0.000479,0.002557
410,0.990742,0.894148,0.000479,0.002557
411,0.990742,0.894148,0.000479,0.002557
412,0.990742,0.894148,0.000479,0.002557
413,0.990742,0.894148,0.000479,0.002557
414,0.990757,0.894294,0.000479,0.002555
415,0.990757,0.894294,0.000479,0.002555
416,0.990757,0.894294,0.000479,0.002555
417,0.990757,0.894294,0.000479,0.002555
418,0.990783,0.894476,0.000479,0.002552
419,0.990783,0.894476,0.000479,0.002552
420,0.990783,0.894476,0.000479,0.002552
421,0.990846,0.894533,0.000479,0.002551
422,0.990824,0.894676,0.000479,0.002549
423,0.990824,0.894676,0.000479,0.002549
424,0.990899,0.894821,0.000479,0.002544
425,0.990899,0.894821,0.000479,0.002544
426,0.990905,0.894863,0.000473,0.002542
427,0.990905,0.894863,0.000473,0.002542
428,0.990896,0.894855,0.000473,0.002541
429,0.990896,0.894855,0.000473,0.002541
430,0.990896,0.894855,0.000473,0.002541
431,0.990963,0.895012,0.000473,0.002539
432,0.990963,0.895012,0.000473,0.002539
433,0.990977,0.895104,0.000473,0.002536
434,0.990998,0.895239,0.000473,0.002535
435,0.990998,0.895239,0.000473,0.002535
436,0.991017,0.895366,0.000467,0.002532
437,0.991017,0.895366,0.000467,0.002532
438,0.991017,0.895366,0.000467,0.002532
439,0.991017,0.895366,0.000467,0.002532
440,0.991017,0.895366,0.000467,0.002532
441,0.991017,0.895366,0.000467,0.002532
442,0.991012,0.895443,0.000467,0.00253
443,0.990988,0.895474,0.000461,0.002528
444,0.990988,0.895474,0.000461,0.002528
445,0.990988,0.895474,0.000467,0.002528
446,0.990988,0.895474,0.000467,0.002528
447,0.990988,0.895474,0.000461,0.002528
448,0.990988,0.895474,0.000461,0.002528
449,0.990988,0.895474,0.000461,0.002528
450,0.990988,0.895474,0.000461,0.002528
451,0.990979,0.89555,0.000467,0.002527
452,0.991021,0.895697,0.000467,0.002525
453,0.991047,0.895742,0.000467,0.002523
454,0.991047,0.895742,0.000467,0.002523
455,0.991062,0.8958,0.000467,0.00252
456,0.991112,0.896102,0.000467,0.002517
457,0.991106,0.896192,0.000467,0.002516
458,0.99111,0.896403,0.000461,0.002514
459,0.991096,0.896789,0.000455,0.00251
460,0.991096,0.896789,0.000455,0.00251
461,0.991068,0.896888,0.000455,0.002507
462,0.991087,0.896961,0.000455,0.002505
463,0.991087,0.896961,0.000455,0.002505
464,0.991087,0.896961,0.000455,0.002505
465,0.991087,0.896961,0.000455,0.002505
466,0.991113,0.897083,0.000455,0.002503
467,0.991113,0.897083,0.000455,0.002503
468,0.991113,0.897083,0.000455,0.002503
469,0.991112,0.897077,0.000455,0.002502
470,0.991101,0.897211,0.000455,0.0025
471,0.991101,0.897211,0.000455,0.0025
472,0.991101,0.897211,0.000455,0.0025
473,0.991101,0.897211,0.000455,0.0025
474,0.991146,0.897345,0.000455,0.002498
475,0.991146,0.897345,0.000455,0.002498
476,0.991146,0.897345,0.000455,0.002498
477,0.991146,0.897345,0.000455,0.002498
478,0.991146,0.897345,0.000455,0.002498
479,0.991146,0.897345,0.000455,0.002498
480,0.99113,0.897549,0.000455,0.002495
481,0.99113,0.897549,0.000455,0.002495
482,0.99113,0.897549,0.000455,0.002495
483,0.99113,0.897549,0.000455,0.002495
484,0.99113,0.897549,0.000455,0.002495
485,0.991158,0.89758,0.000455,0.002493
486,0.991177,0.897655,0.000455,0.00249
487,0.991177,0.897655,0.000455,0.00249
488,0.991177,0.897655,0.000455,0.00249
489,0.991177,0.897655,0.000455,0.00249
490,0.991177,0.897655,0.000455,0.00249
491,0.991177,0.897655,0.000455,0.00249
492,0.991173,0.897653,0.000455,0.002489
493,0.991173,0.897653,0.000455,0.002489
494,0.991217,0.897754,0.000455,0.002487
495,0.991218,0.897866,0.000455,0.002485
496,0.991202,0.898084,0.000455,0.002483
497,0.991212,0.898222,0.000455,0.002481
498,0.991288,0.898308,0.000455,0.002478
499,0.991311,0.898389,0.000455,0.002476
500,0.991341,0.898515,0.000449,0.002474
501,0.991341,0.898515,0.000449,0.002474
502,0.991341,0.898515,0.000449,0.002474
503,0.991341,0.898515,0.000449,0.002474
504,0.991341,0.898515,0.000449,0.002474
505,0.991358,0.898655,0.000443,0.002472
506,0.991372,0.898661,0.000449,0.00247
507,0.991372,0.898661,0.000443,0.00247
508,0.991408,0.898782,0.000443,0.002468
509,0.991421,0.898922,0.000443,0.002466
510,0.991421,0.898922,0.000443,0.002466
511,0.991421,0.898922,0.000443,0.002466
512,0.991421,0.898922,0.000443,0.002466
513,0.991421,0.898922,0.000443,0.002466
514,0.991421,0.898922,0.000443,0.002466
515,0.991421,0.898922,0.000443,0.002466
516,0.991421,0.898922,0.000443,0.002466
517,0.991421,0.898922,0.000443,0.002466
518,0.991432,0.899113,0.000443,0.002463
519,0.991442,0.899242,0.000443,0.002461
520,0.991442,0.899242,0.000443,0.002461
521,0.991452,0.89942,0.000443,0.002458
522,0.991452,0.89942,0.000443,0.002458
523,0.991452,0.89942,0.000443,0.002458
524,0.99147,0.899546,0.000443,0.002457
525,0.99147,0.899546,0.000443,0.002457
526,0.99147,0.899546,0.000443,0.002457
527,0.991478,0.899615,0.000443,0.002455
528,0.991478,0.899615,0.000443,0.002455
529,0.991518,0.899783,0.000443,0.002453
530,0.991518,0.899783,0.000443,0.002453
531,0.991518,0.899783,0.000443,0.002453
532,0.991526,0.899854,0.000443,0.002451
533,0.991526,0.899854,0.000443,0.002451
534,0.991526,0.899854,0.000443,0.002451
535,0.991526,0.899854,0.000449,0.002451
536,0.991526,0.899854,0.000449,0.002451
537,0.991526,0.899854,0.000449,0.002451
538,0.991526,0.899854,0.000449,0.002451
539,0.991526,0.899854,0.000449,0.002451
540,0.991526,0.899854,0.000449,0.002451
541,0.991562,0.8999,0.000449,0.002449
542,0.991588,0.899997,0.000449,0.002447
543,0.991588,0.899997,0.000449,0.002447
544,0.991588,0.899997,0.000449,0.002447
545,0.991588,0.899997,0.000449,0.002447
546,0.991588,0.899997,0.000449,0.002447
547,0.991588,0.899997,0.000449,0.002447
548,0.9916,0.899987,0.000443,0.002445
549,0.9916,0.899987,0.000443,0.002445
550,0.99162,0.900077,0.000443,0.002443
551,0.99162,0.900077,0.000443,0.002443
552,0.99162,0.900077,0.000443,0.002443
553,0.99162,0.900077,0.000443,0.002443
554,0.99162,0.900077,0.000443,0.002443
555,0.99162,0.900077,0.000443,0.002443
556,0.99162,0.900077,0.000443,0.002443
557,0.99162,0.900077,0.000443,0.002443
558,0.991627,0.900274,0.000443,0.002441
559,0.991627,0.900274,0.000443,0.002441
560,0.991657,0.900384,0.000443,0.002439
561,0.991657,0.900384,0.000443,0.002439
562,0.99165,0.900468,0.000443,0.002437
563,0.99165,0.900468,0.000443,0.002437
564,0.991664,0.90056,0.000443,0.002435
565,0.991689,0.900592,0.000443,0.002433
566,0.991689,0.900592,0.000443,0.002433
567,0.991689,0.900592,0.000443,0.002433
568,0.991689,0.900592,0.000443,0.002433
569,0.991689,0.900592,0.000443,0.002433
570,0.991689,0.900592,0.000443,0.002433
571,0.991689,0.900592,0.000443,0.002433
572,0.991689,0.900592,0.000443,0.002433
573,0.991669,0.900636,0.000443,0.002432
574,0.991669,0.900636,0.000443,0.002432
575,0.991669,0.900636,0.000443,0.002432
576,0.991669,0.900636,0.000443,0.002432
577,0.991666,0.900585,0.000443,0.002431
578,0.991666,0.900585,0.000443,0.002431
579,0.991712,0.900694,0.000443,0.002429
580,0.991733,0.900806,0.000443,0.002427
581,0.991733,0.900806,0.000443,0.002427
582,0.991783,0.90099,0.000443,0.002424
583,0.991783,0.90099,0.000443,0.002424
584,0.991783,0.90099,0.000443,0.002424
585,0.991783,0.90099,0.000443,0.002424
586,0.99184,0.901082,0.000443,0.002422
587,0.99184,0.901082,0.000443,0.002422
588,0.99184,0.901082,0.000443,0.002422
589,0.99184,0.901082,0.000443,0.002422
590,0.99184,0.901082,0.000443,0.002422
591,0.99184,0.901082,0.000443,0.002422
592,0.99184,0.901082,0.000443,0.002422
593,0.99184,0.901082,0.000443,0.002422
594,0.99184,0.901082,0.000443,0.002422
595,0.99184,0.901082,0.000443,0.002422
596,0.99184,0.901082,0.000443,0.002422
597,0.991858,0.901229,0.000443,0.00242
598,0.991858,0.901229,0.000443,0.00242
599,0.991858,0.901229,0.000443,0.00242
600,0.991858,0.901229,0.000443,0.00242
601,0.991882,0.90144,0.000443,0.002417
602,0.991882,0.90144,0.000443,0.002417
603,0.991885,0.901451,0.000443,0.002416
604,0.991885,0.901451,0.000443,0.002416
605,0.991885,0.901451,0.000443,0.002416
606,0.991885,0.901451,0.000443,0.002416
607,0.991885,0.901451,0.000443,0.002416
608,0.991916,0.901585,0.000437,0.002414
609,0.991916,0.901585,0.000437,0.002414
610,0.991916,0.901585,0.000437,0.002414
611,0.991916,0.901585,0.000437,0.002414
612,0.991916,0.901585,0.000437,0.002414
613,0.991916,0.901585,0.000437,0.002414
614,0.991943,0.901654,0.000437,0.002412
615,0.991943,0.901654,0.000437,0.002412
616,0.991967,0.901724,0.000443,0.00241
617,0.991981,0.901764,0.000437,0.002409
618,0.991981,0.901764,0.000437,0.002409
